session,scan,Type,Group,Acc,Std,Chance,N_neurons,N_sub,brain_area,depth_bin,cell_type,recall_Cinematic,recall_Rendered,recall_sports1m
7,4,Area,AL,0.5777717019822284,0.019870243908534854,0.33448393711551605,575,291,AL,,,0.5234375,0.5203125,0.6875
7,4,Area,LM,0.5907723855092277,0.018892233703440738,0.33602870813397134,1534,291,LM,,,0.5453125,0.5171875,0.70625
7,4,Area,RL,0.5724265208475734,0.020001796338544778,0.3640259740259741,1367,291,RL,,,0.5265625,0.515625,0.6765625
7,4,Area,V1,0.5887081339712917,0.012652352478488674,0.3448188653451811,7725,291,V1,,,0.54375,0.4984375,0.7234375
7,4,Depth,130um,0.5916267942583733,0.013109149751457622,0.3619480519480519,2722,1248,,130.0,,0.5421875,0.5109375,0.7234375
7,4,Depth,200um,0.6027477785372521,0.012804772364384617,0.3380041011619959,2981,1248,,200.0,,0.546875,0.5125,0.746875
7,4,Depth,340um,0.6172112098427888,0.012639384574038553,0.3281954887218045,3011,1248,,340.0,,0.5609375,0.5546875,0.734375
7,4,Depth,480um,0.6448940533151059,0.01118118554942642,0.35461380724538616,2487,1248,,480.0,,0.58125,0.5625,0.79375
7,4,Area x Depth,AL_130um,0.44602187286397815,0.03334052166131518,0.31518113465481884,93,20,AL,130.0,,0.3546875,0.3765625,0.609375
7,4,Area x Depth,AL_200um,0.45624743677375257,0.02329973404608513,0.33962406015037594,162,20,AL,200.0,,0.3859375,0.3546875,0.625
7,4,Area x Depth,AL_340um,0.4630485304169515,0.019703670864115706,0.3312576896787423,178,20,AL,340.0,,0.3484375,0.4203125,0.615625
7,4,Area x Depth,AL_480um,0.5110116199589883,0.020437839045257387,0.34162679425837317,142,20,AL,480.0,,0.4625,0.4015625,0.6609375
7,4,Area x Depth,LM_130um,0.45107997265891997,0.040101181662383,0.35002050580997945,327,20,LM,130.0,,0.359375,0.375,0.61875
7,4,Area x Depth,LM_200um,0.4271086807928913,0.02185389214815741,0.3312576896787423,438,20,LM,200.0,,0.3375,0.375,0.5703125
7,4,Area x Depth,LM_340um,0.4344360902255639,0.04289519198883374,0.3181681476418319,452,20,LM,340.0,,0.3625,0.3453125,0.6
7,4,Area x Depth,LM_480um,0.48804511278195484,0.021251033589243136,0.31717703349282295,317,20,LM,480.0,,0.4109375,0.4109375,0.653125
7,4,Area x Depth,RL_130um,0.4209432672590568,0.032010244432237184,0.3140123034859877,312,20,RL,130.0,,0.3578125,0.375,0.5375
7,4,Area x Depth,RL_200um,0.4473889268626111,0.01571407015949086,0.3405604921394395,374,20,RL,200.0,,0.390625,0.3609375,0.590625
7,4,Area x Depth,RL_340um,0.5032604237867396,0.025182201483535567,0.3391045796308954,375,20,RL,340.0,,0.4203125,0.428125,0.653125
7,4,Area x Depth,RL_480um,0.4682501708817498,0.03115062094701145,0.32658236500341764,306,20,RL,480.0,,0.4125,0.3765625,0.6140625
7,4,Area x Depth,V1_130um,0.42346548188653443,0.01615915653352735,0.34894053315105944,1990,20,V1,130.0,,0.321875,0.3546875,0.5859375
7,4,Area x Depth,V1_200um,0.4380246069719754,0.0310689045258233,0.32544771018455226,2007,20,V1,200.0,,0.328125,0.359375,0.625
7,4,Area x Depth,V1_340um,0.463568010936432,0.021597344091807965,0.3437457279562543,2006,20,V1,340.0,,0.375,0.371875,0.64375
7,4,Area x Depth,V1_480um,0.49062884483937125,0.01055949445258165,0.33896787423103214,1722,20,V1,480.0,,0.3765625,0.40625,0.68125
7,4,CellType,23P,0.49898154477101847,0.02366643906123059,0.31775119617224884,747,75,,,23P,0.4203125,0.4453125,0.6296875
7,4,CellType,4P,0.4953725222146275,0.012710930271419342,0.33740259740259737,504,75,,,4P,0.428125,0.3984375,0.659375
7,4,CellType,5P-ET,0.4739986329460014,0.02334639873918718,0.3520779220779221,127,20,,,5P-ET,0.428125,0.396875,0.603125
