session,plane,depth (um),pt_supervoxel_id,nwb_x,nwb_y,nwb_z,visual_area,layer,classification_system,cell_type
ses-4-scan-7,4,220,86282663899490240,156196.0,139535.0,20493.0,V1,L4,,
ses-4-scan-7,4,220,94515531822374880,216448.0,137824.0,18814.0,V1,L4,,
ses-4-scan-7,4,220,112598581357388512,347904.0,124800.0,20738.0,AL,L4,excitatory_neuron,23P
ses-4-scan-7,4,220,106194889003671472,301296.0,123904.0,26965.0,RL,L4,,
ses-4-scan-7,4,220,85226446146043792,148592.0,134464.0,25107.0,V1,L4,,
ses-4-scan-7,4,220,90996750546322640,190864.0,134992.0,15291.0,V1,L4,,
ses-4-scan-7,4,220,88815663879199440,174931.0,137636.0,21104.0,V1,L4,,
ses-4-scan-7,4,220,109502700076506992,325539.0,127325.0,19524.0,RL,L4,,
ses-4-scan-7,4,220,102465551720403360,274438.0,125334.0,26735.0,RL,L4,,
ses-4-scan-7,4,220,102465413946121520,274144.0,124272.0,24346.0,RL,L4,,
ses-4-scan-7,4,220,98596300307641888,246137.0,133091.0,16912.0,V1,L4,,
ses-4-scan-7,4,220,87407808764798624,164588.0,134218.0,27416.0,V1,L4,,
ses-4-scan-7,4,220,88533708403204000,172768.0,134257.0,25341.0,V1,L4,,
ses-4-scan-7,4,220,94796320074218688,218640.0,132704.0,22528.0,V1,L4,,
ses-4-scan-7,4,220,116678044844030064,377534.0,110776.0,24256.0,RL,L4,,
ses-4-scan-7,4,220,97891926678222368,240928.0,128143.0,25022.0,V1,L4,,
ses-4-scan-7,4,220,84171395751325040,141248.0,138160.0,23097.0,V1,L4,,
ses-4-scan-7,4,220,106757907005590304,305264.0,124192.0,21952.0,RL,L4,,
ses-4-scan-7,4,220,98102964459370096,242674.0,127471.0,26773.0,V1,L4,,
ses-4-scan-7,4,220,96907245228557952,233648.0,131456.0,24175.0,V1,L4,,
ses-4-scan-7,4,220,106405995102175808,303088.0,123680.0,26088.0,RL,L4,,
ses-4-scan-7,4,220,106335419997843360,302560.0,122352.0,24216.0,RL,L4,,
ses-4-scan-7,4,220,93177906804912608,206784.0,133280.0,15632.0,V1,L4,,
ses-4-scan-7,4,220,90433526922590032,186549.0,133068.0,24124.0,V1,L4,,
ses-4-scan-7,4,220,98103856537548384,242578.0,134258.0,17108.0,V1,L4,,
ses-4-scan-7,4,220,98385194679495216,244454.0,132833.0,21874.0,V1,L4,,
ses-4-scan-7,4,220,98314756745920640,243920.0,132560.0,18172.0,V1,L4,,
ses-4-scan-7,4,220,111402312303858640,339469.0,125102.0,17779.0,RL,L4,,
ses-4-scan-7,4,220,111683375500368080,341432.0,121686.0,21699.0,RL,L4,,
ses-4-scan-7,4,220,105983851020891392,299841.0,124600.0,23424.0,RL,L4,,
ses-4-scan-7,4,220,108798257190653280,320512.0,121712.0,23446.0,RL,L4,,
ses-4-scan-7,4,220,107461045160951024,310336.0,120448.0,25220.0,RL,L4,,
ses-4-scan-7,4,220,88463339524671280,172132.0,134287.0,24206.0,V1,L4,,
ses-4-scan-7,4,220,104717762576374080,290712.0,128357.0,17409.0,RL,L4,,
ses-4-scan-7,4,220,107814331252886768,313040.0,130816.0,19772.0,RL,L4,,
ses-4-scan-7,4,220,89026289679485904,176651.0,134176.0,25806.0,V1,L4,,
ses-4-scan-7,4,220,98807064284950768,247669.0,130609.0,27162.0,V1,L4,,
ses-4-scan-7,4,220,99299781725307136,251408.0,131392.0,18033.0,V1,L4,,
ses-4-scan-7,4,220,85367252018872640,149728.0,135024.0,23000.0,V1,L4,,
ses-4-scan-7,4,220,89800620273816128,182192.0,135904.0,22426.0,V1,L4,,
ses-4-scan-7,4,220,92474701137855680,201275.0,136476.0,21377.0,V1,L4,,
ses-4-scan-7,4,220,102817463624096864,276992.0,125712.0,22799.0,RL,L4,,
ses-4-scan-7,4,220,89448433156752912,179436.0,133660.0,23862.0,V1,L4,,
ses-4-scan-7,4,220,110417356312199600,332192.0,126624.0,19811.0,RL,L4,,
ses-4-scan-7,4,220,102817395105879648,276944.0,125503.0,24274.0,RL,L4,,
ses-4-scan-7,4,220,89659470803804880,181232.0,132960.0,24699.0,V1,L4,excitatory_neuron,23P
ses-4-scan-7,4,220,92825926651545120,203972.0,132267.0,23160.0,V1,L4,,
ses-4-scan-7,4,220,106827863701099712,306048.0,121312.0,23781.0,RL,L4,,
ses-4-scan-7,4,220,111049850979937504,336442.0,120500.0,24298.0,RL,L4,,
ses-4-scan-7,4,220,89941220255950144,183153.0,135359.0,21782.0,V1,L4,,
ses-4-scan-7,4,220,109362168612907632,324483.0,129223.0,18937.0,RL,L4,,
ses-4-scan-7,4,220,90503826880448064,187136.0,132672.0,23831.0,V1,L4,,
ses-4-scan-7,4,220,105984743971229568,300016.0,131072.0,20147.0,RL,L4,,
ses-4-scan-7,4,220,93248825707591280,207273.0,137324.0,18731.0,V1,L4,,
ses-4-scan-7,4,220,97611412968877632,238960.0,135120.0,18894.0,V1,L4,,
ses-4-scan-7,4,220,112598855832932944,347936.0,126688.0,17917.0,RL,L4,,
ses-4-scan-7,4,220,109854612114673584,328160.0,127888.0,16848.0,RL,L4,,
ses-4-scan-7,4,220,95430050551304640,222944.0,135712.0,17987.0,V1,L4,,
ses-4-scan-7,4,220,95007975592762272,220064.0,136480.0,18908.0,V1,L4,,
ses-4-scan-7,4,220,104084788079584544,286240.0,130800.0,21559.0,RL,L4,,
ses-4-scan-7,4,220,104999169504597200,292464.0,128160.0,22457.0,RL,L4,,
ses-4-scan-7,4,220,94866620232853424,218992.0,131984.0,23321.0,V1,L4,,
ses-4-scan-7,4,220,103732326084719856,283616.0,126512.0,23087.0,RL,L4,,
ses-4-scan-7,4,220,105280781248726288,294885.0,129185.0,16940.0,RL,L4,,
ses-4-scan-7,4,220,110839637362509744,335313.0,127110.0,18750.0,RL,L4,,
ses-4-scan-7,4,220,108939475379581296,321292.0,125240.0,20693.0,RL,L4,,
ses-4-scan-7,4,220,106828756651398816,306150.0,128131.0,20497.0,RL,L4,,
ses-4-scan-7,4,220,91770464477201824,196240.0,132784.0,25581.0,V1,L4,excitatory_neuron,23P
ses-4-scan-7,4,220,94022950747330016,212976.0,137504.0,19830.0,V1,L4,,
ses-4-scan-7,4,220,102817601331520208,276832.0,127104.0,24871.0,RL,L4,excitatory_neuron,23P
ses-4-scan-7,4,220,97822107152786176,240560.0,132096.0,20754.0,V1,L4,,
ses-4-scan-7,4,220,114497232115841440,361594.0,115049.0,23446.0,RL,L4,,
ses-4-scan-7,4,220,106898370085619504,306384.0,122416.0,25374.0,RL,L4,,
ses-4-scan-7,4,220,107812614138322448,313152.0,118272.0,26373.0,RL,L4,,
ses-4-scan-7,4,220,109784518583482944,327216.0,130016.0,19000.0,RL,L4,,
ses-4-scan-7,6,360,115487685396877984,368770.0,154359.0,19106.0,AL,L5,,
ses-4-scan-7,6,360,116331286230080240,375270.0,148311.0,23106.0,AL,L5,,
ses-4-scan-7,6,360,115205455311342000,366832.0,148912.0,25329.0,AL,L5,,
ses-4-scan-7,6,360,114643329253386400,362558.0,155228.0,19619.0,AL,L5,,
ses-4-scan-7,6,360,112532060300216752,347424.0,153728.0,16346.0,AL,L5,,
ses-4-scan-7,6,360,113165654546259824,352192.0,155680.0,21022.0,AL,L5,,
ses-4-scan-7,6,360,113094736583597264,351664.0,151712.0,25538.0,AL,L5,,
ses-4-scan-7,6,360,112531649056527856,347392.0,150640.0,24077.0,AL,L5,,
ses-4-scan-7,6,360,111969111621450176,343456.0,153472.0,25740.0,AL,L5,,
ses-4-scan-7,6,360,109083923115861056,322129.0,153263.0,16217.0,RL,L5,,
ses-4-scan-7,6,360,109717860690956480,326992.0,157472.0,18946.0,RL,L5,,
ses-4-scan-7,6,360,110492054517316768,332488.0,158716.0,20547.0,AL,L5,,
ses-4-scan-7,6,360,110562148249880976,333253.0,156727.0,19956.0,AL,L5,,
ses-4-scan-7,6,360,111546967607342752,340176.0,154208.0,23609.0,AL,L5,,
ses-4-scan-7,6,360,108169473173354736,315664.0,155360.0,17403.0,RL,L5,,
ses-4-scan-7,6,360,109507166708685680,325231.0,160860.0,18829.0,RL,L5,,
ses-4-scan-7,6,360,110070116795858352,329360.0,160768.0,19475.0,RL,L5,,
ses-4-scan-7,6,360,109085023030157136,322535.0,161111.0,19312.0,RL,L5,,
ses-4-scan-7,6,360,109084817140263536,322288.0,159440.0,21479.0,RL,L5,,
ses-4-scan-7,6,360,109999129912072560,328896.0,155904.0,22145.0,AL,L5,,
ses-4-scan-7,6,360,109999061326826256,329137.0,155369.0,23179.0,RL,L5,,
ses-4-scan-7,6,360,110210030187823584,330384.0,154496.0,23942.0,RL,L5,,
ses-4-scan-7,6,360,110843280233124112,335152.0,154208.0,24541.0,AL,L5,,
ses-4-scan-7,6,360,109506549374057552,325601.0,156175.0,27391.0,AL,L5,,
ses-4-scan-7,6,360,108521386418504624,318220.0,156085.0,23111.0,RL,L5,,
ses-4-scan-7,6,360,108380717582692272,317024.0,156704.0,22749.0,RL,L5,,
ses-4-scan-7,6,360,108873505419920768,320736.0,157952.0,26163.0,RL,L5,,
ses-4-scan-7,6,360,106974029491034608,306784.0,161856.0,19503.0,RL,L5,,
ses-4-scan-7,6,360,106762786021094720,305376.0,160736.0,21198.0,RL,L5,,
ses-4-scan-7,6,360,107114286144470384,307984.0,158208.0,21111.0,RL,L5,,
ses-4-scan-7,6,360,107184792461947312,308464.0,159392.0,22247.0,RL,L5,,
ses-4-scan-7,6,360,107606798835887616,311546.0,157458.0,22902.0,RL,L5,,
ses-4-scan-7,6,360,107607004994180880,311497.0,158952.0,22802.0,RL,L5,,
ses-4-scan-7,6,360,107254611651704320,309056.0,154974.0,23823.0,RL,L5,,
ses-4-scan-7,6,360,107395830310606176,309856.0,158672.0,24867.0,RL,L5,,
ses-4-scan-7,6,360,106481449020077872,303168.0,161712.0,25207.0,RL,L5,,
ses-4-scan-7,6,360,103595985770899216,282195.0,159354.0,16800.0,RL,L5,,
ses-4-scan-7,6,360,104933130556860848,292172.0,160290.0,25727.0,RL,L5,,
ses-4-scan-7,6,360,102611648522565024,275268.0,165453.0,20506.0,RL,L5,,
ses-4-scan-7,6,360,102822754688079552,276554.0,165285.0,20078.0,RL,L5,,
ses-4-scan-7,6,360,99936673500343696,255870.0,157927.0,15655.0,V1,L5,,
ses-4-scan-7,6,360,101414967152347600,266507.0,162019.0,17710.0,RL,L5,,
ses-4-scan-7,6,360,102188886436312096,271966.0,161282.0,21915.0,RL,L5,,
ses-4-scan-7,6,360,101837249074798048,269536.0,162752.0,23091.0,RL,L5,,
ses-4-scan-7,6,360,102610961730745216,275364.0,160058.0,23827.0,RL,L5,,
ses-4-scan-7,6,360,103033518195716976,278080.0,162704.0,26767.0,RL,L5,,
ses-4-scan-7,6,360,100570954874759792,260608.0,165520.0,20363.0,V1,L5,,
ses-4-scan-7,6,360,100570955076002496,260224.0,165104.0,21855.0,V1,L5,,
ses-4-scan-7,6,360,100500517679195104,259984.0,164752.0,22145.0,V1,L5,,
ses-4-scan-7,6,360,101344461707095504,265856.0,161376.0,23066.0,RL,L5,,
ses-4-scan-7,6,360,98178279864886704,242768.0,164336.0,17950.0,V1,L5,,
ses-4-scan-7,6,360,99655680499717024,253552.0,161696.0,22994.0,V1,L5,,
ses-4-scan-7,6,360,99796693134366544,254628.0,164038.0,25010.0,V1,L5,,
ses-4-scan-7,6,360,100078443122793200,256820.0,165810.0,25680.0,V1,L5,,
ses-4-scan-7,6,360,98459892549155152,245248.0,165168.0,20148.0,V1,L5,,
ses-4-scan-7,6,360,98952542679215200,248608.0,165712.0,21709.0,V1,L5,,
ses-4-scan-7,6,360,98952680185526816,248535.0,167012.0,22440.0,V1,L5,,
ses-4-scan-7,6,360,96278186266230352,229206.0,163525.0,17637.0,V1,L5,,
ses-4-scan-7,6,360,96278736156052288,229064.0,167543.0,18470.0,V1,L5,,
ses-4-scan-7,6,360,97193667471099264,235664.0,168448.0,20383.0,V1,L5,,
ses-4-scan-7,6,360,96982492586295904,234176.0,167713.0,20965.0,V1,L5,,
ses-4-scan-7,6,360,96841823951642896,233362.0,168263.0,22013.0,V1,L5,,
ses-4-scan-7,6,360,96489361822117504,230886.0,163795.0,22157.0,V1,L5,,
ses-4-scan-7,6,360,96559936791713360,231088.0,165248.0,22568.0,V1,L5,,
ses-4-scan-7,6,360,95786292922833440,225456.0,168448.0,22731.0,V1,L5,,
ses-4-scan-7,6,360,92900692435875040,204736.0,164672.0,15723.0,V1,L5,,
ses-4-scan-7,6,360,94097442727351856,213184.0,168352.0,20447.0,V1,L5,,
ses-4-scan-7,6,360,94589611955160064,216624.0,165568.0,22934.0,V1,L5,,
ses-4-scan-7,6,360,94870949627205344,218962.0,164511.0,23982.0,V1,L5,,
ses-4-scan-7,6,360,92830873917040400,204160.0,169136.0,19112.0,V1,L5,,
ses-4-scan-7,6,360,92619699032442592,202709.0,168496.0,19875.0,V1,L5,,
ses-4-scan-7,6,360,93604518256285248,209680.0,165984.0,23034.0,V1,L5,excitatory_neuron,4P
ses-4-scan-7,6,360,93885993568123424,211744.0,165920.0,25213.0,V1,L5,,
ses-4-scan-7,6,360,91915942803797792,197504.0,168008.0,19132.0,V1,L5,,
ses-4-scan-7,6,360,92408593135409472,200944.0,168320.0,22388.0,V1,L5,,
ses-4-scan-7,6,360,89382186507229536,179024.0,164368.0,15474.0,V1,L5,,
ses-4-scan-7,6,360,90156999077275568,184629.0,169910.0,19136.0,V1,L5,,
ses-4-scan-7,6,360,90719811860350160,188677.0,169146.0,21323.0,V1,L5,,
ses-4-scan-7,6,360,90860686720599392,189936.0,170112.0,20867.0,V1,L5,,
ses-4-scan-7,6,360,90508568390178304,186944.0,167753.0,22855.0,V1,L5,,
ses-4-scan-7,6,360,91071518343260448,191336.0,167912.0,22565.0,V1,L5,,
ses-4-scan-7,6,360,87904924049964816,168406.0,168014.0,16437.0,V1,L5,,
ses-4-scan-7,6,360,89734374765207328,181408.0,166816.0,22820.0,V1,L5,,
ses-4-scan-7,6,360,89523887075132992,180144.0,171216.0,23395.0,V1,L5,,
ses-4-scan-7,6,360,87694711573675088,166459.0,174557.0,19865.0,V1,L5,,
ses-4-scan-7,6,360,88327618155356352,171456.0,171424.0,21043.0,V1,L5,,
ses-4-scan-7,6,360,88116443405073888,169600.0,170704.0,22950.0,V1,L5,,
ses-4-scan-7,6,360,84457130463189248,143344.0,169712.0,16455.0,V1,L5,,
ses-4-scan-7,6,360,85160955612482880,148204.0,171110.0,18588.0,V1,L5,,
ses-4-scan-7,6,360,84809661714660288,145696.0,175232.0,19251.0,V1,L5,,
ses-4-scan-7,6,360,85935080853800000,153744.0,171456.0,21479.0,V1,L5,,
ses-4-scan-7,6,360,85442774656358880,150202.0,173590.0,22232.0,V1,L5,,
ses-4-scan-7,6,360,86075543665122272,155008.0,169232.0,22606.0,V1,L5,,
ses-4-scan-7,6,360,86708862564191136,159620.0,169217.0,24264.0,V1,L5,,
ses-4-scan-7,6,360,83612636679401600,136884.0,169178.0,15433.0,V1,L5,,
ses-4-scan-7,6,360,109084268055411296,322343.0,155524.0,26462.0,AL,L5,,
ses-4-scan-7,6,360,83753717966642480,138212.0,171728.0,17153.0,V1,L5,,
ses-4-scan-7,6,360,110421342310114656,332032.0,156288.0,21703.0,AL,L5,,
ses-4-scan-7,6,360,86216624482505760,156007.0,171971.0,20634.0,V1,L5,,
ses-4-scan-7,6,360,95152837323032256,221024.0,167536.0,26734.0,V1,L5,,
ses-4-scan-7,6,360,85301693704877664,149039.0,170794.0,23257.0,V1,L5,,
ses-4-scan-7,6,360,92971337467082944,205184.0,166848.0,26341.0,V1,L5,,
ses-4-scan-7,6,360,84387449652199888,142432.0,175200.0,22292.0,V1,L5,,
ses-4-scan-7,6,360,100288792300648176,258128.0,160144.0,17306.0,V1,L5,,
ses-4-scan-7,6,360,88960524670774576,175982.0,168139.0,22458.0,V1,L5,,
ses-4-scan-7,6,360,109999405461043872,328864.0,157968.0,27260.0,AL,L5,,
ses-4-scan-7,6,360,114432085246645712,361472.0,154096.0,17307.0,AL,L5,,
ses-4-scan-7,6,360,93956705305762512,212320.0,168336.0,20669.0,V1,L5,,
ses-4-scan-7,6,360,87905131148311600,168384.0,169248.0,23933.0,V1,L5,,
ses-4-scan-7,6,360,113446991681658912,353857.0,154327.0,18210.0,AL,L5,,
ses-4-scan-7,6,360,88468011375500192,172400.0,168912.0,16152.0,V1,L5,,
ses-4-scan-7,6,360,111335517979077584,338494.0,151748.0,25419.0,AL,L5,,
ses-4-scan-7,6,360,83261205544246528,134452.0,172458.0,17886.0,V1,L5,,
ses-4-scan-7,6,360,112390980556150720,346336.0,151216.0,26191.0,AL,L5,,
ses-4-scan-7,6,360,92619630044487968,202346.0,167997.0,17807.0,V1,L5,,
ses-4-scan-7,6,360,103666768106645328,283072.0,162240.0,26237.0,RL,L5,,
ses-4-scan-7,6,360,84668649683862224,144869.0,172750.0,21742.0,V1,L5,,
ses-4-scan-7,6,360,83613324276869376,137168.0,174336.0,18575.0,V1,L5,,
ses-4-scan-7,6,360,91564168876002544,194616.0,168264.0,27204.0,V1,L5,,
ses-4-scan-7,6,360,108170160636022064,315747.0,160687.0,19025.0,RL,L5,,
ses-4-scan-7,6,360,88468286790553888,172413.0,171008.0,20481.0,V1,L5,,
ses-4-scan-7,6,360,93956637056011920,212384.0,168048.0,24233.0,V1,L5,,
ses-4-scan-7,6,360,108380786570611728,317360.0,157200.0,24832.0,RL,L5,,
ses-4-scan-7,6,360,85372131101550160,149964.0,171443.0,22879.0,V1,L5,,
ses-4-scan-7,6,360,100219042568450944,257946.0,164563.0,21285.0,V1,L5,,
ses-4-scan-7,6,360,107817699312372768,313200.0,156208.0,25758.0,RL,L5,,
ses-4-scan-7,6,360,86498305148153152,158172.0,173708.0,17292.0,V1,L5,,
ses-4-scan-7,6,360,107747879384718288,312714.0,160310.0,18824.0,RL,L5,,
ses-4-scan-7,6,360,87623449878505440,166368.0,167968.0,22539.0,V1,L5,,
ses-4-scan-7,6,360,85794549255405200,153120.0,173248.0,19386.0,V1,L5,,
ses-4-scan-7,6,360,85231599637503936,148944.0,173136.0,21922.0,V1,L5,,
ses-4-scan-7,6,360,111546761650618608,340304.0,152576.0,25513.0,AL,L5,,
ses-4-scan-7,6,360,104581424140815216,289680.0,161264.0,24791.0,RL,L5,,
ses-4-scan-7,6,360,90719811927077376,188652.0,168715.0,21518.0,V1,L5,,
ses-4-scan-7,6,360,108380648930414432,317088.0,156272.0,23338.0,RL,L5,,
ses-4-scan-7,6,360,97967655339805392,241620.0,167813.0,23105.0,V1,L5,,
ses-4-scan-7,6,360,108240392948313216,316150.0,159740.0,27072.0,RL,L5,,
ses-4-scan-7,6,360,114221323013960960,359520.0,156544.0,20261.0,AL,L5,,
ses-4-scan-7,6,360,111476460887259632,339798.0,152818.0,19473.0,AL,L5,,
ses-4-scan-7,6,360,110984017587289968,336240.0,154064.0,23539.0,AL,L5,,
ses-4-scan-7,6,360,108944148236971696,321356.0,160080.0,20228.0,RL,L5,,
ses-4-scan-7,6,360,100007867750907008,256066.0,164526.0,22493.0,V1,L5,,
ses-4-scan-7,6,360,111899085736363680,342895.0,156022.0,20023.0,AL,L5,,
ses-4-scan-7,6,360,111476804820712192,339600.0,155664.0,22509.0,AL,L5,,
ses-4-scan-7,6,360,87905337104993536,168400.0,170800.0,22039.0,V1,L5,,
ses-4-scan-7,6,360,86850080283565680,160582.0,172768.0,18109.0,V1,L5,,
ses-4-scan-7,6,360,99022704795171296,249008.0,164464.0,18077.0,V1,L5,excitatory_neuron,5P-IT
ses-4-scan-7,6,360,104159142620564880,286704.0,160960.0,22109.0,RL,L5,,
ses-4-scan-7,6,360,96277979973689712,228902.0,161488.0,16679.0,V1,L5,,
ses-4-scan-7,6,360,89171836860005840,177362.0,169878.0,20577.0,V1,L5,,
ses-4-scan-7,6,360,112250929323142880,345513.0,156280.0,19086.0,AL,L5,,
ses-4-scan-7,6,360,104863105544398496,291616.0,162992.0,26866.0,RL,L5,,
ses-4-scan-7,6,360,87060911772545760,161949.0,170720.0,19285.0,V1,L5,,
ses-4-scan-7,6,360,101344873755682928,265902.0,164378.0,21150.0,RL,L5,,
ses-4-scan-7,6,360,108380510552005408,316976.0,155088.0,16242.0,RL,L5,,
ses-4-scan-7,6,360,95152492920633728,221088.0,164976.0,20839.0,V1,L5,,
ses-4-scan-7,6,360,111054797976990128,336595.0,157110.0,18159.0,AL,L5,,
ses-4-scan-7,6,360,89946030619279536,183312.0,171136.0,21746.0,V1,L5,,
ses-4-scan-7,6,360,109013967695114496,321896.0,156346.0,23844.0,RL,L5,,
ses-4-scan-7,6,360,98811393142776496,247683.0,162975.0,24059.0,V1,L5,,
ses-4-scan-7,6,360,109225279280681168,323504.0,157632.0,17618.0,RL,L5,,
ses-4-scan-7,6,360,89664418606366896,181009.0,169993.0,24899.0,V1,L5,,
ses-4-scan-7,6,360,86568399215903616,158736.0,171232.0,18945.0,V1,L5,,
ses-4-scan-7,6,360,90438131128003856,186512.0,167168.0,24559.0,V1,L5,,
ses-4-scan-7,6,360,114079554263761696,358883.0,148721.0,16750.0,AL,L5,,
ses-4-scan-7,6,360,107395691730859200,310048.0,157440.0,16185.0,RL,L5,,
ses-4-scan-7,6,360,107043574071715120,307344.0,155760.0,23494.0,RL,L5,,
ses-4-scan-7,6,360,111125304294250688,337171.0,157931.0,19128.0,AL,L5,,
ses-4-scan-7,6,360,105707049102838096,297818.0,159084.0,24458.0,RL,L5,,
ses-4-scan-7,6,360,110139386700013360,329936.0,152688.0,25014.0,RL,L5,,
ses-4-scan-7,6,360,95012236468339648,219968.0,168160.0,20604.0,V1,L5,excitatory_neuron,4P
ses-4-scan-7,6,360,93534286816549312,209168.0,166720.0,21758.0,V1,L5,,
ses-4-scan-7,6,360,86428005592893472,157536.0,174016.0,20580.0,V1,L5,,
ses-4-scan-7,6,360,112954616765222784,350448.0,156128.0,19350.0,AL,L5,,
ses-4-scan-7,6,360,83894111589368224,139024.0,169568.0,15315.0,V1,L5,,
ses-4-scan-7,6,360,102822412030332448,276983.0,162729.0,27338.0,RL,L5,,
ses-4-scan-7,6,360,89453175069170992,179664.0,169056.0,25944.0,V1,L5,,
ses-4-scan-7,6,360,111054660940386240,336768.0,156128.0,21001.0,AL,L5,,
ses-4-scan-7,6,360,86709274008955440,159448.0,172432.0,17851.0,V1,L5,,
ses-4-scan-7,6,360,113939504573942112,357568.0,154016.0,21164.0,AL,L5,,
ses-4-scan-7,6,360,106481173202817136,303200.0,159664.0,18185.0,RL,L5,,
ses-4-scan-7,8,500,115491877217710816,368772.0,185892.0,18471.0,AL,L6,,
ses-4-scan-7,8,500,114224964676292192,359696.0,183616.0,16525.0,AL,L6,,
ses-4-scan-7,8,500,113029245915559856,351040.0,187984.0,17775.0,AL,L6,,
ses-4-scan-7,8,500,111761852337890720,341676.0,182421.0,15846.0,AL,L6,,
ses-4-scan-7,8,500,111340327335628816,338928.0,187184.0,17606.0,AL,L6,,
ses-4-scan-7,8,500,112536802413490752,347408.0,189104.0,19636.0,AL,L6,,
ses-4-scan-7,8,500,110143714885845328,329984.0,184976.0,16006.0,RL,L6,,
ses-4-scan-7,8,500,106977052611209808,307109.0,184156.0,15452.0,RL,L6,,
ses-4-scan-7,8,500,109300115059396992,323904.0,190752.0,19798.0,RL,L6,,
ses-4-scan-7,8,500,108948683923592032,321297.0,194147.0,21642.0,RL,L6,,
ses-4-scan-7,8,500,109440853017402752,325099.0,191000.0,23238.0,RL,L6,,
ses-4-scan-7,8,500,107119302868059600,308169.0,195533.0,22983.0,RL,L6,,
ses-4-scan-7,8,500,108244996616085424,316368.0,193856.0,22708.0,RL,L6,,
ses-4-scan-7,8,500,107822646779445808,312928.0,193168.0,23451.0,RL,L6,,
ses-4-scan-7,8,500,104866127657763120,291552.0,185200.0,15009.0,RL,L6,,
ses-4-scan-7,8,500,103529396530550176,281728.0,187192.0,16040.0,RL,L6,,
ses-4-scan-7,8,500,104937802810359056,292140.0,195194.0,20773.0,RL,L6,,
ses-4-scan-7,8,500,105219827811491904,294048.0,198944.0,22970.0,RL,L6,,
ses-4-scan-7,8,500,104023834105001312,285325.0,201287.0,23059.0,RL,L6,,
ses-4-scan-7,8,500,104023627946770720,285392.0,199648.0,23218.0,RL,L6,,
ses-4-scan-7,8,500,100714921574243264,261664.0,189424.0,15531.0,V1,L6,,
ses-4-scan-7,8,500,100716502592278192,261408.0,201120.0,19418.0,V1,L6,,
ses-4-scan-7,8,500,98605646626745136,246272.0,202512.0,20971.0,V1,L6,,
ses-4-scan-7,8,500,98464566010431824,245136.0,200176.0,24232.0,V1,L6,,
ses-4-scan-7,8,500,96986684138594144,234224.0,199296.0,18228.0,V1,L6,,
ses-4-scan-7,8,500,95015946917678976,219824.0,196272.0,17767.0,V1,L6,,
ses-4-scan-7,8,500,96353915599472848,229887.0,203181.0,21330.0,V1,L6,,
ses-4-scan-7,8,500,93116815659693776,205936.0,202400.0,19073.0,V1,L6,inhibitory_neuron,MC
ses-4-scan-7,8,500,90723934425052960,188576.0,199456.0,16822.0,V1,L6,,
ses-4-scan-7,8,500,91568772007624064,195040.0,202912.0,19394.0,V1,L6,,
ses-4-scan-7,8,500,91990710198476896,197766.0,200629.0,23733.0,V1,L6,,
ses-4-scan-7,8,500,92905779019352352,204544.0,202800.0,25960.0,V1,L6,,
ses-4-scan-7,8,500,91146560011902992,192016.0,202448.0,22622.0,V1,L6,,
ses-4-scan-7,8,500,88401490988802912,171870.0,197453.0,16400.0,V1,L6,,
ses-4-scan-7,8,500,88613009672606240,173264.0,200544.0,17585.0,V1,L6,,
ses-4-scan-7,8,500,90020659837046864,183456.0,202752.0,20953.0,V1,L6,,
ses-4-scan-7,8,500,90795266449586928,189168.0,206960.0,25761.0,V1,L6,,
ses-4-scan-7,8,500,87628466132099472,166176.0,205216.0,20650.0,V1,L6,,
ses-4-scan-7,8,500,89035910137720480,176528.0,205840.0,23664.0,V1,L6,,
ses-4-scan-7,8,500,89317316596426432,178384.0,205408.0,25334.0,V1,L6,,
ses-4-scan-7,8,500,88191210464343168,170160.0,203920.0,25085.0,V1,L6,,
ses-4-scan-7,8,500,85306503598441312,149264.0,206992.0,19684.0,V1,L6,,
ses-4-scan-7,8,500,86291391742989984,156632.0,204569.0,24226.0,V1,L6,,
ses-4-scan-7,8,500,114436758372138912,361007.0,189011.0,18642.0,AL,L6,,
ses-4-scan-7,8,500,98534177967785776,245282.0,194693.0,17447.0,V1,L6,,
ses-4-scan-7,8,500,88543328459028704,173008.0,205856.0,20391.0,V1,L6,,
ses-4-scan-7,8,500,114084502804312736,358624.0,186032.0,22399.0,AL,L6,,
ses-4-scan-7,8,500,110918459206164048,335842.0,190044.0,23234.0,RL,L6,,
ses-4-scan-7,8,500,85798672356738320,152736.0,203600.0,18748.0,V1,L6,,
ses-4-scan-7,8,500,85025372487452416,147408.0,209200.0,21609.0,V1,L6,,
ses-4-scan-7,8,500,113521345954434176,354848.0,184240.0,16895.0,AL,L6,,
ses-4-scan-7,8,500,87628534784561616,165934.0,205726.0,20255.0,V1,L6,,
ses-4-scan-7,8,500,90443284752775904,186480.0,205552.0,21607.0,V1,L6,,
ses-4-scan-7,8,500,107330478356468144,309488.0,196240.0,26739.0,RL,L6,,
ses-4-scan-7,8,500,90302066362722528,185808.0,202272.0,22988.0,V1,L6,,
ses-4-scan-7,8,500,90935660206143056,190452.0,204386.0,24603.0,V1,L6,,
ses-4-scan-7,8,500,85658347587668272,151680.0,206576.0,21614.0,V1,L6,,
ses-4-scan-7,8,500,99942516132168512,255806.0,201795.0,26811.0,V1,L6,,
